# ----------------------------------------
# Demographic details: Country
# Account: Tresor Tech Store
# Property: Flix
# ----------------------------------------
# 
# All Users
# Start date: 20260902
# End date: 20260903
Country,Date,Active users,New users,Engaged sessions,Engagement rate,Engaged sessions per active user,Average engagement time per active user,Event count,Key events,User key event rate,Total revenue
Palestine,20260903,623,185,746,0.6175496688741722,1.1974317817014446,115.47030497592296,24978,4055,0.9887640449438202,8.459807
Sri Lanka,20260902,614,208,743,0.6233221476510067,1.210097719869707,122.64820846905538,22822,3266,0.995114006514658,21.947884
Sri Lanka,20260903,612,193,779,0.6497080900750626,1.272875816993464,129.97875816993465,23908,3521,0.9983660130718954,11.898247
Palestine,20260902,603,163,733,0.6201353637901861,1.2155887230514095,119.82587064676616,22494,3479,0.9933665008291874,6.598495
Türkiye,20260902,601,302,681,0.6196542311191993,1.1331114808652247,169.89351081530782,33657,5531,0.9983361064891847,53.777606
Zambia,20260903,601,148,731,0.7138671875,1.21630615640599,106.58402662229618,20268,2715,0.9983361064891847,8.159981
Lebanon,20260902,593,283,701,0.7197125256673511,1.1821247892074198,198.5885328836425,35502,4744,1,31.398661
Libya,20260903,591,218,716,0.6220677671589921,1.2115059221658206,140.20812182741116,25032,3608,1,14.860731
Türkiye,20260903,575,290,694,0.6396313364055299,1.2069565217391305,151.9913043478261,31329,5304,0.9965217391304347,41.587959
Lebanon,20260903,574,290,677,0.7030114226375909,1.1794425087108014,163.66724738675958,32050,4621,0.9982578397212544,35.895654
Kazakhstan,20260903,547,250,650,0.6286266924564797,1.1882998171846435,136.2961608775137,26022,4614,1,60.868421
Libya,20260902,530,159,649,0.5937785910338518,1.2245283018867925,128.73962264150944,19476,2730,1,3.222388
United Kingdom,20260902,529,171,606,0.5821325648414986,1.1455576559546314,164.39319470699434,26688,3740,0.996219281663516,74.081722
United Kingdom,20260903,505,167,584,0.5577841451766953,1.1564356435643564,186.37227722772278,22691,3723,0.9900990099009901,79.800969
United Arab Emirates,20260902,502,197,645,0.6386138613861386,1.2848605577689243,151.70717131474103,24148,4485,0.99800796812749,84.050773
